'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV'
'0:04.905',-0.066,-0.150,-0.084,0.108,0.009,-0.118,0.006,-0.231,-0.250,-0.225,-0.181,-0.113
'0:04.906',-0.072,-0.152,-0.080,0.112,0.004,-0.116,0.009,-0.228,-0.247,-0.231,-0.184,-0.119
'0:04.907',-0.072,-0.150,-0.078,0.111,0.003,-0.114,0.006,-0.231,-0.250,-0.231,-0.181,-0.119
'0:04.908',-0.066,-0.149,-0.083,0.108,0.009,-0.116,0.000,-0.231,-0.253,-0.234,-0.181,-0.122
'0:04.909',-0.062,-0.150,-0.087,0.106,0.013,-0.119,0.006,-0.231,-0.256,-0.238,-0.181,-0.125
'0:04.910',-0.061,-0.151,-0.090,0.106,0.014,-0.121,0.006,-0.228,-0.253,-0.241,-0.181,-0.125
'0:04.911',-0.062,-0.150,-0.087,0.106,0.013,-0.119,0.006,-0.238,-0.256,-0.244,-0.181,-0.125
'0:04.912',-0.059,-0.150,-0.091,0.105,0.016,-0.121,0.006,-0.231,-0.256,-0.244,-0.181,-0.128
'0:04.913',-0.059,-0.150,-0.091,0.105,0.016,-0.121,0.006,-0.231,-0.256,-0.244,-0.181,-0.131
'0:04.914',-0.066,-0.146,-0.080,0.106,0.007,-0.113,0.006,-0.231,-0.256,-0.244,-0.181,-0.134
'0:04.915',-0.069,-0.150,-0.081,0.109,0.006,-0.116,0.006,-0.231,-0.256,-0.238,-0.181,-0.138
'0:04.916',-0.067,-0.154,-0.087,0.111,0.009,-0.121,0.006,-0.231,-0.259,-0.234,-0.184,-0.138
'0:04.917',-0.066,-0.153,-0.087,0.109,0.011,-0.121,0.006,-0.231,-0.263,-0.238,-0.188,-0.138
'0:04.918',-0.067,-0.152,-0.085,0.109,0.009,-0.119,0.006,-0.231,-0.269,-0.238,-0.188,-0.138
'0:04.919',-0.066,-0.150,-0.084,0.108,0.009,-0.118,0.006,-0.231,-0.269,-0.238,-0.194,-0.138
'0:04.920',-0.070,-0.150,-0.080,0.110,0.005,-0.115,0.000,-0.238,-0.266,-0.238,-0.191,-0.134
'0:04.921',-0.078,-0.150,-0.072,0.114,-0.003,-0.111,0.000,-0.238,-0.263,-0.238,-0.194,-0.131
'0:04.922',-0.079,-0.152,-0.072,0.116,-0.004,-0.112,0.003,-0.234,-0.259,-0.241,-0.188,-0.131
'0:04.923',-0.084,-0.153,-0.069,0.119,-0.008,-0.111,0.006,-0.231,-0.263,-0.238,-0.188,-0.131
'0:04.924',-0.080,-0.150,-0.070,0.115,-0.005,-0.110,0.006,-0.238,-0.263,-0.241,-0.188,-0.131
'0:04.925',-0.072,-0.150,-0.078,0.111,0.003,-0.114,0.006,-0.238,-0.263,-0.244,-0.188,-0.131
'0:04.926',-0.067,-0.151,-0.084,0.109,0.008,-0.118,0.003,-0.238,-0.263,-0.234,-0.188,-0.131
'0:04.927',-0.066,-0.153,-0.087,0.109,0.011,-0.121,0.000,-0.238,-0.263,-0.238,-0.194,-0.138
'0:04.928',-0.062,-0.153,-0.091,0.108,0.014,-0.122,0.000,-0.238,-0.263,-0.241,-0.188,-0.138
'0:04.929',-0.066,-0.153,-0.087,0.109,0.011,-0.121,0.000,-0.231,-0.263,-0.244,-0.188,-0.138
'0:04.930',-0.069,-0.152,-0.083,0.111,0.007,-0.118,-0.003,-0.231,-0.256,-0.241,-0.191,-0.141
'0:04.931',-0.069,-0.150,-0.081,0.109,0.006,-0.116,-0.006,-0.231,-0.263,-0.244,-0.194,-0.144
'0:04.932',-0.062,-0.150,-0.087,0.106,0.013,-0.119,-0.006,-0.234,-0.269,-0.241,-0.194,-0.147
'0:04.933',-0.066,-0.150,-0.084,0.108,0.009,-0.118,-0.006,-0.238,-0.269,-0.238,-0.194,-0.144
'0:04.934',-0.072,-0.150,-0.078,0.111,0.003,-0.114,-0.006,-0.234,-0.269,-0.234,-0.194,-0.138
'0:04.935',-0.075,-0.150,-0.075,0.112,0.000,-0.112,-0.006,-0.238,-0.269,-0.238,-0.194,-0.138
'0:04.936',-0.070,-0.154,-0.084,0.112,0.007,-0.119,-0.006,-0.238,-0.272,-0.241,-0.194,-0.141
'0:04.937',-0.075,-0.156,-0.081,0.116,0.003,-0.119,-0.006,-0.238,-0.269,-0.244,-0.194,-0.138
'0:04.938',-0.074,-0.156,-0.082,0.115,0.004,-0.119,-0.006,-0.231,-0.266,-0.241,-0.191,-0.138
'0:04.939',-0.072,-0.156,-0.084,0.114,0.006,-0.121,-0.006,-0.238,-0.263,-0.244,-0.188,-0.138
'0:04.940',-0.074,-0.155,-0.081,0.114,0.004,-0.118,-0.006,-0.241,-0.263,-0.244,-0.194,-0.134
'0:04.941',-0.075,-0.153,-0.078,0.114,0.001,-0.116,-0.006,-0.238,-0.269,-0.244,-0.194,-0.131
'0:04.942',-0.072,-0.154,-0.082,0.113,0.005,-0.119,-0.006,-0.241,-0.269,-0.241,-0.191,-0.131
'0:04.943',-0.075,-0.153,-0.078,0.114,0.001,-0.116,-0.006,-0.244,-0.269,-0.238,-0.188,-0.131
'0:04.944',-0.069,-0.152,-0.083,0.111,0.007,-0.118,-0.003,-0.244,-0.266,-0.234,-0.191,-0.131
'0:04.945',-0.072,-0.150,-0.078,0.111,0.003,-0.114,0.000,-0.244,-0.263,-0.231,-0.194,-0.131
'0:04.946',-0.072,-0.153,-0.081,0.112,0.004,-0.118,-0.003,-0.244,-0.266,-0.234,-0.191,-0.131
'0:04.947',-0.069,-0.153,-0.084,0.111,0.008,-0.119,0.000,-0.238,-0.269,-0.238,-0.194,-0.131
'0:04.948',-0.069,-0.151,-0.082,0.110,0.007,-0.117,-0.006,-0.244,-0.269,-0.238,-0.194,-0.131
'0:04.949',-0.069,-0.153,-0.084,0.111,0.008,-0.119,-0.006,-0.238,-0.263,-0.231,-0.194,-0.131
'0:04.950',-0.069,-0.156,-0.087,0.112,0.009,-0.122,-0.006,-0.234,-0.259,-0.231,-0.197,-0.131
'0:04.951',-0.069,-0.156,-0.087,0.112,0.009,-0.122,-0.006,-0.231,-0.256,-0.231,-0.194,-0.131
'0:04.952',-0.071,-0.153,-0.082,0.112,0.006,-0.118,-0.009,-0.234,-0.256,-0.228,-0.191,-0.131
'0:04.953',-0.069,-0.150,-0.081,0.109,0.006,-0.116,-0.013,-0.238,-0.256,-0.225,-0.194,-0.131
'0:04.954',-0.070,-0.149,-0.079,0.109,0.004,-0.114,-0.013,-0.238,-0.259,-0.228,-0.197,-0.131
'0:04.955',-0.069,-0.147,-0.078,0.108,0.004,-0.112,-0.013,-0.238,-0.263,-0.231,-0.194,-0.131
'0:04.956',-0.072,-0.146,-0.074,0.109,0.001,-0.110,-0.009,-0.238,-0.259,-0.231,-0.197,-0.138
'0:04.957',-0.072,-0.147,-0.075,0.109,0.001,-0.111,0.000,-0.238,-0.256,-0.231,-0.194,-0.138
'0:04.958',-0.072,-0.153,-0.081,0.112,0.004,-0.118,0.000,-0.238,-0.256,-0.234,-0.191,-0.134
'0:04.959',-0.072,-0.159,-0.087,0.116,0.008,-0.124,0.006,-0.231,-0.256,-0.231,-0.194,-0.138
'0:04.960',-0.071,-0.166,-0.095,0.118,0.012,-0.131,0.012,-0.222,-0.259,-0.231,-0.197,-0.147
'0:04.961',-0.072,-0.172,-0.100,0.122,0.014,-0.136,0.025,-0.213,-0.263,-0.238,-0.213,-0.156
'0:04.962',-0.072,-0.184,-0.112,0.128,0.020,-0.149,0.041,-0.206,-0.259,-0.250,-0.222,-0.172
'0:04.963',-0.075,-0.194,-0.119,0.134,0.022,-0.156,0.056,-0.200,-0.263,-0.263,-0.238,-0.181
'0:04.964',-0.078,-0.205,-0.127,0.142,0.024,-0.166,0.066,-0.191,-0.266,-0.275,-0.244,-0.184
'0:04.965',-0.084,-0.209,-0.125,0.147,0.020,-0.168,0.081,-0.181,-0.269,-0.281,-0.250,-0.194
'0:04.966',-0.087,-0.219,-0.131,0.153,0.022,-0.175,0.100,-0.169,-0.269,-0.281,-0.256,-0.200
'0:04.967',-0.087,-0.219,-0.131,0.153,0.022,-0.175,0.112,-0.156,-0.269,-0.294,-0.263,-0.206
'0:04.968',-0.081,-0.214,-0.133,0.148,0.026,-0.174,0.122,-0.138,-0.269,-0.300,-0.266,-0.219
'0:04.969',-0.075,-0.209,-0.134,0.143,0.029,-0.172,0.131,-0.125,-0.263,-0.300,-0.269,-0.219
'0:04.970',-0.067,-0.203,-0.136,0.136,0.034,-0.169,0.141,-0.116,-0.259,-0.300,-0.275,-0.222
'0:04.971',-0.059,-0.200,-0.141,0.130,0.041,-0.171,0.150,-0.100,-0.250,-0.300,-0.281,-0.219
'0:04.972',-0.051,-0.192,-0.141,0.122,0.044,-0.166,0.150,-0.081,-0.241,-0.291,-0.272,-0.222
'0:04.973',-0.047,-0.181,-0.134,0.114,0.044,-0.158,0.156,-0.056,-0.213,-0.275,-0.256,-0.213
'0:04.974',-0.033,-0.155,-0.122,0.094,0.044,-0.139,0.153,-0.034,-0.191,-0.253,-0.234,-0.203
'0:04.975',-0.025,-0.122,-0.097,0.074,0.036,-0.109,0.150,-0.019,-0.169,-0.231,-0.206,-0.188
'0:04.976',-0.022,-0.084,-0.062,0.053,0.020,-0.074,0.153,0.003,-0.134,-0.188,-0.178,-0.150
'0:04.977',-0.019,-0.038,-0.019,0.028,0.000,-0.028,0.150,0.019,-0.106,-0.150,-0.137,-0.119
'0:04.978',-0.017,0.013,0.030,0.003,-0.024,0.021,0.153,0.034,-0.072,-0.109,-0.103,-0.081
'0:04.979',-0.009,0.066,0.075,-0.028,-0.042,0.070,0.150,0.056,-0.031,-0.062,-0.063,-0.038
'0:04.980',0.004,0.122,0.118,-0.063,-0.057,0.119,0.134,0.081,0.013,-0.009,-0.009,0.006
'0:04.981',0.019,0.178,0.159,-0.098,-0.071,0.169,0.119,0.113,0.063,0.050,0.050,0.062
'0:04.982',0.038,0.237,0.200,-0.137,-0.081,0.219,0.100,0.144,0.122,0.119,0.109,0.112
'0:04.983',0.056,0.297,0.241,-0.176,-0.092,0.269,0.075,0.175,0.181,0.181,0.181,0.169
'0:04.984',0.074,0.362,0.289,-0.218,-0.107,0.326,0.047,0.209,0.250,0.250,0.253,0.222
'0:04.985',0.088,0.434,0.347,-0.261,-0.130,0.391,0.031,0.250,0.319,0.331,0.331,0.281
'0:04.986',0.108,0.507,0.400,-0.307,-0.146,0.454,0.009,0.294,0.394,0.419,0.413,0.359
'0:04.987',0.131,0.584,0.453,-0.358,-0.161,0.519,-0.013,0.344,0.469,0.513,0.494,0.431
'0:04.988',0.152,0.657,0.506,-0.404,-0.177,0.581,-0.031,0.406,0.563,0.619,0.591,0.506
'0:04.989',0.172,0.737,0.566,-0.454,-0.197,0.651,-0.056,0.475,0.663,0.725,0.694,0.587
'0:04.990',0.204,0.826,0.622,-0.515,-0.209,0.724,-0.088,0.547,0.781,0.841,0.806,0.681
'0:04.991',0.234,0.922,0.688,-0.578,-0.227,0.804,-0.119,0.612,0.894,0.975,0.931,0.787
'0:04.992',0.267,1.029,0.763,-0.648,-0.248,0.896,-0.166,0.681,1.000,1.094,1.044,0.887
'0:04.993',0.294,1.128,0.834,-0.711,-0.271,0.981,-0.200,0.737,1.112,1.212,1.156,0.981
'0:04.994',0.313,1.220,0.908,-0.766,-0.297,1.064,-0.231,0.784,1.228,1.341,1.275,1.075
'0:04.995',0.328,1.309,0.981,-0.819,-0.327,1.145,-0.250,0.812,1.337,1.463,1.381,1.156
'0:04.996',0.341,1.389,1.049,-0.865,-0.354,1.219,-0.281,0.847,1.437,1.575,1.472,1.228
'0:04.997',0.347,1.441,1.094,-0.894,-0.374,1.267,-0.313,0.875,1.525,1.675,1.556,1.287
'0:04.998',0.351,1.479,1.128,-0.915,-0.389,1.304,-0.334,0.900,1.616,1.759,1.631,1.337
'0:04.999',0.347,1.509,1.163,-0.928,-0.408,1.336,-0.344,0.919,1.687,1.838,1.681,1.375
'0:05.000',0.338,1.534,1.197,-0.936,-0.430,1.366,-0.359,0.928,1.750,1.900,1.734,1.403
'0:05.001',0.325,1.562,1.238,-0.944,-0.456,1.400,-0.375,0.931,1.806,1.956,1.769,1.425
'0:05.002',0.308,1.577,1.269,-0.942,-0.481,1.422,-0.381,0.934,1.859,2.003,1.800,1.434
'0:05.003',0.281,1.581,1.300,-0.931,-0.509,1.441,-0.381,0.938,1.906,2.050,1.825,1.437
'0:05.004',0.263,1.556,1.294,-0.909,-0.516,1.425,-0.381,0.925,1.934,2.066,1.822,1.422
'0:05.005',0.241,1.475,1.234,-0.857,-0.497,1.354,-0.375,0.913,1.950,2.069,1.794,1.375
'0:05.006',0.226,1.379,1.153,-0.802,-0.464,1.266,-0.375,0.887,1.956,2.053,1.744,1.319
'0:05.007',0.222,1.287,1.066,-0.754,-0.422,1.176,-0.394,0.837,1.944,2.031,1.694,1.262
'0:05.008',0.211,1.195,0.984,-0.703,-0.386,1.089,-0.413,0.784,1.925,2.006,1.641,1.203
'0:05.009',0.203,1.100,0.897,-0.651,-0.347,0.998,-0.438,0.706,1.881,1.956,1.581,1.137
'0:05.010',0.201,1.009,0.808,-0.605,-0.304,0.909,-0.466,0.634,1.837,1.916,1.519,1.078
'0:05.011',0.197,0.937,0.741,-0.567,-0.272,0.839,-0.500,0.569,1.794,1.869,1.462,1.025
'0:05.012',0.191,0.875,0.684,-0.533,-0.247,0.779,-0.528,0.500,1.744,1.816,1.397,0.969
'0:05.013',0.184,0.812,0.628,-0.498,-0.222,0.720,-0.544,0.431,1.687,1.744,1.331,0.912
'0:05.014',0.166,0.747,0.581,-0.456,-0.208,0.664,-0.559,0.356,1.594,1.650,1.241,0.847
'0:05.015',0.144,0.672,0.528,-0.407,-0.193,0.600,-0.556,0.263,1.475,1.525,1.125,0.762
'0:05.016',0.118,0.586,0.469,-0.352,-0.176,0.527,-0.553,0.181,1.356,1.381,1.009,0.678
'0:05.017',0.097,0.491,0.394,-0.294,-0.149,0.442,-0.544,0.100,1.225,1.231,0.881,0.581
'0:05.018',0.074,0.386,0.312,-0.229,-0.119,0.349,-0.525,0.041,1.094,1.069,0.744,0.481
'0:05.019',0.050,0.272,0.222,-0.161,-0.086,0.247,-0.500,-0.013,0.956,0.894,0.606,0.381
'0:05.020',0.042,0.169,0.127,-0.105,-0.042,0.147,-0.475,-0.072,0.806,0.716,0.462,0.278
'0:05.021',0.031,0.084,0.053,-0.057,-0.011,0.069,-0.450,-0.144,0.644,0.531,0.325,0.187
'0:05.022',0.012,0.011,-0.002,-0.011,0.007,0.004,-0.431,-0.222,0.475,0.369,0.200,0.112
'0:05.023',-0.003,-0.047,-0.044,0.025,0.020,-0.046,-0.413,-0.313,0.300,0.212,0.081,0.044
'0:05.024',-0.022,-0.094,-0.072,0.058,0.025,-0.083,-0.388,-0.400,0.122,0.072,-0.016,-0.006
'0:05.025',-0.034,-0.131,-0.097,0.083,0.031,-0.114,-0.369,-0.506,-0.056,-0.050,-0.100,-0.056
'0:05.026',-0.048,-0.166,-0.117,0.107,0.034,-0.142,-0.366,-0.587,-0.197,-0.147,-0.169,-0.091
'0:05.027',-0.053,-0.197,-0.144,0.125,0.045,-0.171,-0.363,-0.637,-0.294,-0.200,-0.206,-0.119
'0:05.028',-0.053,-0.219,-0.166,0.136,0.056,-0.193,-0.359,-0.666,-0.350,-0.234,-0.234,-0.131
'0:05.029',-0.050,-0.231,-0.181,0.141,0.066,-0.206,-0.350,-0.662,-0.369,-0.244,-0.238,-0.144
'0:05.030',-0.050,-0.233,-0.183,0.142,0.066,-0.208,-0.341,-0.637,-0.378,-0.256,-0.244,-0.150
'0:05.031',-0.050,-0.234,-0.184,0.143,0.067,-0.209,-0.325,-0.612,-0.375,-0.250,-0.238,-0.156
'0:05.032',-0.054,-0.228,-0.174,0.141,0.059,-0.201,-0.300,-0.575,-0.347,-0.238,-0.219,-0.147
'0:05.033',-0.059,-0.219,-0.159,0.139,0.050,-0.189,-0.275,-0.531,-0.325,-0.219,-0.200,-0.144
'0:05.034',-0.059,-0.206,-0.147,0.133,0.044,-0.177,-0.266,-0.497,-0.313,-0.209,-0.194,-0.138
'0:05.035',-0.056,-0.194,-0.137,0.125,0.041,-0.166,-0.244,-0.462,-0.294,-0.206,-0.181,-0.131
'0:05.036',-0.056,-0.181,-0.125,0.119,0.034,-0.153,-0.225,-0.431,-0.288,-0.209,-0.178,-0.134
'0:05.037',-0.050,-0.172,-0.122,0.111,0.036,-0.147,-0.200,-0.400,-0.275,-0.206,-0.175,-0.131
'0:05.038',-0.051,-0.166,-0.114,0.109,0.031,-0.140,-0.172,-0.372,-0.263,-0.206,-0.172,-0.128
'0:05.039',-0.050,-0.169,-0.119,0.109,0.034,-0.144,-0.150,-0.344,-0.263,-0.206,-0.175,-0.131
'0:05.040',-0.047,-0.158,-0.111,0.102,0.032,-0.135,-0.131,-0.319,-0.250,-0.209,-0.178,-0.125
'0:05.041',-0.041,-0.147,-0.106,0.094,0.033,-0.127,-0.113,-0.300,-0.244,-0.206,-0.181,-0.131
'0:05.042',-0.039,-0.142,-0.103,0.091,0.032,-0.123,-0.100,-0.284,-0.234,-0.206,-0.175,-0.125
'0:05.043',-0.044,-0.134,-0.091,0.089,0.023,-0.112,-0.088,-0.263,-0.219,-0.200,-0.169,-0.119
'0:05.044',-0.042,-0.129,-0.087,0.086,0.023,-0.109,-0.078,-0.247,-0.213,-0.184,-0.162,-0.113
'0:05.045',-0.044,-0.125,-0.081,0.084,0.019,-0.103,-0.075,-0.238,-0.206,-0.181,-0.162,-0.113
'0:05.046',-0.041,-0.122,-0.081,0.081,0.020,-0.102,-0.069,-0.225,-0.206,-0.184,-0.166,-0.113
'0:05.047',-0.037,-0.122,-0.084,0.080,0.023,-0.103,-0.069,-0.219,-0.206,-0.188,-0.162,-0.113
'0:05.048',-0.041,-0.117,-0.077,0.079,0.018,-0.098,-0.059,-0.209,-0.203,-0.184,-0.159,-0.103
'0:05.049',-0.041,-0.116,-0.075,0.078,0.017,-0.096,-0.050,-0.194,-0.200,-0.181,-0.150,-0.100
'0:05.050',-0.045,-0.112,-0.067,0.079,0.011,-0.090,-0.044,-0.188,-0.197,-0.184,-0.150,-0.100
'0:05.051',-0.044,-0.109,-0.066,0.077,0.011,-0.088,-0.044,-0.181,-0.194,-0.181,-0.150,-0.094
'0:05.052',-0.051,-0.109,-0.058,0.081,0.003,-0.084,-0.038,-0.184,-0.188,-0.184,-0.153,-0.100
'0:05.053',-0.056,-0.106,-0.050,0.081,-0.003,-0.078,-0.038,-0.181,-0.188,-0.188,-0.150,-0.094
'0:05.054',-0.058,-0.100,-0.042,0.079,-0.008,-0.071,-0.025,-0.184,-0.191,-0.184,-0.150,-0.094
'0:05.055',-0.056,-0.097,-0.041,0.077,-0.008,-0.069,-0.019,-0.181,-0.194,-0.181,-0.150,-0.094
'0:05.056',-0.062,-0.095,-0.032,0.079,-0.015,-0.064,-0.019,-0.181,-0.191,-0.178,-0.153,-0.091
'0:05.057',-0.066,-0.097,-0.031,0.081,-0.017,-0.064,-0.013,-0.181,-0.200,-0.181,-0.150,-0.094
'0:05.058',-0.066,-0.093,-0.027,0.079,-0.019,-0.060,-0.009,-0.175,-0.197,-0.181,-0.153,-0.094
'0:05.059',-0.066,-0.094,-0.028,0.080,-0.019,-0.061,0.000,-0.175,-0.194,-0.181,-0.156,-0.094
'0:05.060',-0.058,-0.094,-0.036,0.076,-0.011,-0.065,-0.003,-0.172,-0.194,-0.184,-0.153,-0.097
'0:05.061',-0.053,-0.097,-0.044,0.075,-0.005,-0.071,-0.006,-0.175,-0.194,-0.188,-0.156,-0.100
'0:05.062',-0.053,-0.091,-0.037,0.072,-0.008,-0.064,-0.003,-0.172,-0.197,-0.188,-0.156,-0.100
'0:05.063',-0.053,-0.097,-0.044,0.075,-0.005,-0.071,-0.006,-0.169,-0.200,-0.188,-0.150,-0.100
'0:05.064',-0.049,-0.098,-0.049,0.074,0.000,-0.074,-0.003,-0.163,-0.197,-0.188,-0.156,-0.100
'0:05.065',-0.044,-0.100,-0.056,0.072,0.006,-0.078,0.000,-0.156,-0.194,-0.188,-0.156,-0.100
'0:05.066',-0.045,-0.100,-0.055,0.073,0.005,-0.078,0.000,-0.156,-0.194,-0.191,-0.156,-0.100
'0:05.067',-0.047,-0.100,-0.053,0.074,0.003,-0.077,0.000,-0.156,-0.194,-0.181,-0.156,-0.100
'0:05.068',-0.046,-0.100,-0.054,0.073,0.004,-0.078,0.000,-0.153,-0.197,-0.188,-0.153,-0.100
'0:05.069',-0.047,-0.100,-0.053,0.074,0.003,-0.077,0.000,-0.150,-0.188,-0.181,-0.144,-0.100
'0:05.070',-0.051,-0.101,-0.050,0.076,-0.001,-0.076,0.000,-0.153,-0.191,-0.181,-0.153,-0.103
'0:05.071',-0.053,-0.103,-0.050,0.078,-0.002,-0.077,0.000,-0.150,-0.194,-0.181,-0.150,-0.106
'0:05.072',-0.057,-0.101,-0.044,0.079,-0.007,-0.073,0.006,-0.147,-0.194,-0.178,-0.150,-0.106
'0:05.073',-0.062,-0.103,-0.041,0.083,-0.011,-0.072,0.012,-0.144,-0.194,-0.175,-0.150,-0.106
'0:05.074',-0.066,-0.099,-0.033,0.083,-0.016,-0.066,0.009,-0.147,-0.194,-0.175,-0.147,-0.103
'0:05.075',-0.069,-0.097,-0.028,0.083,-0.021,-0.063,0.006,-0.150,-0.194,-0.175,-0.150,-0.100
'0:05.076',-0.062,-0.095,-0.032,0.079,-0.015,-0.064,0.009,-0.147,-0.194,-0.175,-0.150,-0.100
'0:05.077',-0.059,-0.097,-0.037,0.078,-0.011,-0.068,0.019,-0.138,-0.188,-0.175,-0.144,-0.100
'0:05.078',-0.052,-0.094,-0.042,0.073,-0.005,-0.068,0.022,-0.141,-0.197,-0.178,-0.144,-0.100
'0:05.079',-0.047,-0.091,-0.044,0.069,-0.002,-0.068,0.025,-0.138,-0.200,-0.181,-0.144,-0.100
'0:05.080',-0.045,-0.091,-0.046,0.068,0.000,-0.068,0.022,-0.138,-0.194,-0.181,-0.153,-0.103
'0:05.081',-0.047,-0.091,-0.044,0.069,-0.002,-0.068,0.019,-0.138,-0.194,-0.181,-0.156,-0.106
'0:05.082',-0.047,-0.087,-0.041,0.067,-0.003,-0.064,0.016,-0.141,-0.194,-0.181,-0.150,-0.106
'0:05.083',-0.044,-0.084,-0.041,0.064,-0.002,-0.063,0.012,-0.138,-0.194,-0.181,-0.150,-0.106
'0:05.084',-0.039,-0.080,-0.041,0.060,0.001,-0.061,0.009,-0.134,-0.194,-0.181,-0.150,-0.100
'0:05.085',-0.041,-0.078,-0.037,0.059,-0.002,-0.058,0.006,-0.131,-0.188,-0.175,-0.150,-0.100
'0:05.086',-0.042,-0.078,-0.036,0.060,-0.003,-0.058,0.012,-0.134,-0.184,-0.178,-0.153,-0.103
'0:05.087',-0.047,-0.078,-0.031,0.063,-0.008,-0.055,0.012,-0.131,-0.181,-0.181,-0.150,-0.100
'0:05.088',-0.045,-0.076,-0.031,0.061,-0.007,-0.054,0.012,-0.128,-0.184,-0.172,-0.147,-0.094
'0:05.089',-0.047,-0.078,-0.031,0.063,-0.008,-0.055,0.012,-0.125,-0.188,-0.169,-0.144,-0.094
'0:05.090',-0.050,-0.079,-0.029,0.065,-0.011,-0.054,0.012,-0.125,-0.181,-0.172,-0.144,-0.094
'0:05.091',-0.050,-0.078,-0.028,0.064,-0.011,-0.053,0.006,-0.125,-0.181,-0.175,-0.144,-0.094
'0:05.092',-0.042,-0.075,-0.032,0.059,-0.005,-0.054,0.003,-0.125,-0.181,-0.172,-0.144,-0.097
'0:05.093',-0.034,-0.072,-0.037,0.053,0.001,-0.055,0.006,-0.119,-0.181,-0.169,-0.144,-0.100
'0:05.094',-0.037,-0.069,-0.031,0.053,-0.003,-0.050,0.006,-0.119,-0.175,-0.169,-0.147,-0.097
'0:05.095',-0.034,-0.066,-0.031,0.050,-0.002,-0.049,0.012,-0.113,-0.175,-0.169,-0.144,-0.100
'0:05.096',-0.034,-0.067,-0.032,0.051,-0.001,-0.050,0.006,-0.113,-0.172,-0.163,-0.144,-0.100
'0:05.097',-0.037,-0.066,-0.028,0.052,-0.005,-0.047,0.006,-0.106,-0.169,-0.163,-0.144,-0.100
'0:05.098',-0.036,-0.069,-0.033,0.053,-0.001,-0.051,0.006,-0.103,-0.169,-0.163,-0.144,-0.097
'0:05.099',-0.037,-0.069,-0.031,0.053,-0.003,-0.050,0.006,-0.094,-0.163,-0.163,-0.144,-0.094
'0:05.100',-0.042,-0.070,-0.028,0.056,-0.007,-0.049,0.012,-0.094,-0.159,-0.159,-0.137,-0.088
'0:05.101',-0.050,-0.072,-0.022,0.061,-0.014,-0.047,0.006,-0.094,-0.156,-0.156,-0.137,-0.081
'0:05.102',-0.047,-0.069,-0.022,0.058,-0.012,-0.046,0.012,-0.097,-0.153,-0.150,-0.137,-0.084
'0:05.103',-0.047,-0.072,-0.025,0.059,-0.011,-0.049,0.019,-0.100,-0.156,-0.150,-0.137,-0.088
'0:05.104',-0.039,-0.072,-0.032,0.056,-0.004,-0.053,0.019,-0.103,-0.156,-0.153,-0.137,-0.091
'0:05.105',-0.034,-0.075,-0.041,0.055,0.003,-0.058,0.019,-0.100,-0.156,-0.156,-0.137,-0.088
'0:05.106',-0.031,-0.072,-0.041,0.052,0.004,-0.056,0.016,-0.097,-0.156,-0.156,-0.134,-0.088
'0:05.107',-0.031,-0.072,-0.041,0.052,0.004,-0.056,0.012,-0.094,-0.156,-0.156,-0.131,-0.088
'0:05.108',-0.028,-0.069,-0.041,0.049,0.006,-0.055,0.012,-0.094,-0.150,-0.156,-0.131,-0.088
'0:05.109',-0.028,-0.066,-0.037,0.047,0.004,-0.052,0.012,-0.088,-0.150,-0.156,-0.131,-0.088
'0:05.110',-0.028,-0.067,-0.039,0.048,0.005,-0.053,0.012,-0.088,-0.156,-0.153,-0.125,-0.088
'0:05.111',-0.031,-0.066,-0.034,0.049,0.001,-0.050,0.012,-0.081,-0.156,-0.156,-0.125,-0.088
'0:05.112',-0.031,-0.066,-0.034,0.049,0.001,-0.050,0.019,-0.081,-0.153,-0.159,-0.122,-0.088
'0:05.113',-0.034,-0.066,-0.031,0.050,-0.002,-0.049,0.012,-0.081,-0.150,-0.163,-0.119,-0.088
'0:05.114',-0.036,-0.066,-0.030,0.051,-0.003,-0.048,0.009,-0.075,-0.150,-0.156,-0.119,-0.091
'0:05.115',-0.037,-0.066,-0.028,0.052,-0.005,-0.047,0.012,-0.075,-0.144,-0.156,-0.119,-0.094
'0:05.116',-0.036,-0.062,-0.026,0.049,-0.005,-0.044,0.016,-0.078,-0.144,-0.156,-0.116,-0.094
'0:05.117',-0.031,-0.056,-0.025,0.044,-0.003,-0.041,0.019,-0.075,-0.144,-0.156,-0.119,-0.094
'0:05.118',-0.032,-0.056,-0.024,0.044,-0.004,-0.040,0.012,-0.069,-0.134,-0.153,-0.119,-0.091
'0:05.119',-0.034,-0.056,-0.022,0.046,-0.006,-0.039,0.012,-0.063,-0.131,-0.150,-0.119,-0.088
'0:05.120',-0.034,-0.054,-0.020,0.044,-0.007,-0.038,0.012,-0.066,-0.131,-0.150,-0.116,-0.078
'0:05.121',-0.037,-0.056,-0.019,0.047,-0.009,-0.038,0.012,-0.063,-0.131,-0.150,-0.112,-0.075
'0:05.122',-0.031,-0.055,-0.024,0.043,-0.004,-0.039,0.009,-0.063,-0.134,-0.144,-0.116,-0.078
'0:05.123',-0.031,-0.050,-0.019,0.041,-0.006,-0.034,0.012,-0.056,-0.131,-0.144,-0.112,-0.081
